sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
21746112,,Default,simple,"Default Category/Valves/Temperature, Pressure Relief & Reducing Valves",base,REGULATOR REDUCING PRESSURE 2IN AL 3/8IN,"NMT&trade; Pressure Reducing Regulator, Series: NGR06 Series, 2 in Nominal, 3/8 in Orifice, NPT Connection, LP, Natural Gas Fuel, 5 to 13 in-WC, Aluminum, Black, Finish: Epoxy-Coated, -40 to 140 deg F, 12.4 in H x 17.7 in W, Additional Information: 1 in Vent Size","NMT&trade; NGR06 Series Pressure Reducing Regulator, 2 in Nominal, LP, Natural Gas Fuel, 5 to 13 in-WC, Aluminum",,1,Taxable Goods,"Catalog, Search",14,,,,regulator-reducing-pressure-2in-al-3-8in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10221268,,Default,simple,Default Category/Bathroom Fixtures/Bathroom Accessories,base,FAUCET TUB ROMAN CHATEAU LOW-ARC 3 MET,"Moen&reg; Roman Tub Faucet, Chateau&reg; Collection, Theme/Style: Traditional, 7 in Spout Reach, Low-Arc Spout, 4-1/2 in Spout Height, Pressure Balance Cartridge, Number of Faucet Holes: 3, Lever Handle, Metal Handle, 10 to 16 in Faucet Center, 1.75 gpm Flow Rate, Deck Mounting, Metal, Finish: Chrome, 5-61/64 in H","Moen&reg; Chateau&reg; Roman Tub Faucet, Low-Arc Spout, 4-1/2 in H Spout, 3-Faucet Hole, 10 to 16 in Faucet Center",,1,Taxable Goods,"Catalog, Search",14,,,,faucet-tub-roman-chateau-low-arc-3-met,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21746171,,Default,simple,Default Category/Tools & Maintenance/Outdoor Faucets,base,DRAIN BOILER 1/2IN MIP X PEX,"PHC Distribution Boiler Drain, 1/2 in Nominal, MIP x PEX Connection","PHC Distribution Boiler Drain with Flange, 1/2 in, MIP x PEX",,1,Taxable Goods,"Catalog, Search",17,,,,drain-boiler-1-2in-mip-x-pex,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21745815,,Default,simple,Default Category/Pipe Fittings/Pipe Fitting Parts & Accessories,base,GASKET WOUND SPIRAL 12IN 304 SST 250BAR,"ALL CUSTOM GASKET Spiral Wound Gasket, 12 in Nominal, 304 Stainless Steel, 250 bar, 1000 deg C","ALL CUSTOM GASKET Spiral Wound Gasket with Outer Ring, 304 Stainless Steel",,1,Taxable Goods,"Catalog, Search",21,,,,gasket-wound-spiral-12in-304-sst-250bar,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10302779,,Default,simple,Default Category/Hydronics/Boilers,base,BOILER WTR GAS-FIRED CONDENSING 95% SST,"VIESSMANN&reg; Condensing Gas-Fired Water Boiler, 95 % AFUE, 150 MBtu/hr BTU, 8.8 gpm Flow Rate, 60 psi Pressure, 3/4 in MNPT Gas Connection, Liquid Propane Gas, Natural Gas Fuel, Coaxial Vent, 27.44 sq-ft Area, Wall Mounting, Stainless Steel, 210 deg F, Dimensions: 39 in H x 17-3/4 in W x 21-3/4 in D","VIESSMANN&reg; Condensing Gas-Fired Water Boiler, 95 % AFUE, 150 MBtu/hr BTU, Liquid Propane Gas, Natural Gas Fuel",179,1,Taxable Goods,"Catalog, Search",10,,,,boiler-wtr-gas-fired-condensing-95-sst,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21330560,,Default,simple,Default Category/Pipe & Tubing/Pipe Insulation & Protection,base,INSULATION PIPE 2IN IPS 1IN 3FT,"CCI Pipe Insulation, For Pipe Size: 2 in, For Pipe Type: IPS, 1 in Wall Thickness, Fiberglass, 3 ft Length","CCI Pipe Insulation, For Pipe Size: 2 in, For Pipe Type: IPS, 1 in Thick Wall, 3 ft L, Fiberglass",,1,Taxable Goods,"Catalog, Search",14,,,,insulation-pipe-2in-ips-1in-3ft,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
HVACR_7831369,,Default,simple,Default Category/Hydronics/Boiler Parts & Accessories,base,FAN RDL 120V,"VIESSMANN&reg; Radial Fan, 120 V","VIESSMANN&reg; Radial Fan, 120 V",,1,Taxable Goods,"Catalog, Search",14,,,,fan-rdl-120v,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
17094007,,Default,simple,Default Category/Plumbing Parts & Supplies/Faucet Hardware,base,KIT CAP BOLT T SNAP-ON PLSTC WHT,"Master Plumber&reg; Toilet Bolt Cap Kit, Snap-On Connection, Plastic, Finish: White, For Use With: Standard Toilet Mounting Bolts","Master Plumber&reg; Toilet Bolt Cap Kit, Snap-On, Plastic, White, For Use With: Standard Toilet Mounting Bolts",,1,Taxable Goods,"Catalog, Search",14,,,,kit-cap-bolt-t-snap-on-plstc-wht,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14685431,,Default,simple,Default Category/Plumbing Parts & Supplies/Drains & Cleanouts,base,STRAINER RND HD A TYPE ADJUSTABLE 4IN,"Zurn&reg; Adjustable Type A Heavy-Duty Round Strainer, 4 in Nominal, NPSM Connection, 7 sq-in Screen Area, For Use With: Versatile Z415, Z211 Drainage Systems, Iron, Finish: Dura-Coated, 5 in Dia x 2-1/4 in H","Zurn&reg; Adjustable Type A Heavy-Duty Round Strainer, 4 in Nominal, Iron",,1,Taxable Goods,"Catalog, Search",17,,,,strainer-rnd-hd-a-type-adjustable-4in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
15221331,,Default,simple,Default Category/Bathroom Fixtures/Bathroom Faucet Parts,base,ARM/FLANGE SH 1/2IN IPS 6IN BRS SHOWERS,"Master Plumber&reg; Shower Arm/Flange, 1/2 in Connection, IPS Connection, For Use With: Showers, Brass, Finish: Chrome-Plated, 6 in Length","Master Plumber&reg; Shower Arm/Flange, 1/2 in, IPS, 6 in L, Brass, Chrome-Plated",,1,Taxable Goods,"Catalog, Search",21,,,,arm-flange-sh-1-2in-ips-6in-brs-showers,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
15221599,,Default,simple,Default Category/Plumbing Parts & Supplies/Chemicals & Compounds,base,CEMENT SLVT 250ML CAN LIQ GRA AROM,"SLUYTER Solvent Cement, Series: S40 Series, 250 mL Net Content, Can Container, Composition: Tetrahydrofuran, Methyl Ethyl Ketone, PVC, Cyclohexanone, Liquid Form, Gray, Aromatic Odor/Scent, 0.9 to 1 Specific Gravity, 550 g/L VOC, 0.95 to 0.97 cPs Viscosity, &gt;1 Vapor Density, 145 mmHg Vapor Pressure, Applicable Materials: PVC, 12 months Shelf Life, Insoluble in Water, Flammability Limit: 2.2% LEL, 11.8% UEL, Evaporation Rate: 1.8","SLUYTER S40 Series Solvent Cement, 250 mL, Can, Liquid, Gray, Aromatic",,1,Taxable Goods,"Catalog, Search",10,,,,cement-slvt-250ml-can-liq-gra-arom,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
17093708,,Default,simple,Default Category/Valves/Steam Traps,base,TRAP ST THERMODYNAMIC 1IN 600PSI SST,"COLTON INDUSTRIES Thermodynamic Steam Trap, CTD-600 Series, 1 in Connection, 600 psi Operating Pressure, 800 deg F Operating Temperature, Stainless Steel Disc Trim, Stainless Steel Body, 3-5/16 in Inlet to Outlet Length, 2-7/8 in H x 2-1/8 in W","COLTON INDUSTRIES CTD-600 Series Thermodynamic Steam Trap, 1 in, 600 psi Operating, Stainless Steel Body",,1,Taxable Goods,"Catalog, Search",14,,,,trap-st-thermodynamic-1in-600psi-sst,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
19933744,,Default,simple,Default Category/Bathroom Fixtures/Bathroom Sinks,base,COMBINATION EVOLUTION VIT CHINA WHT 4IN,"American Standard Centerset Pedestal Sink Top and Leg Combination, Evolution&reg; Collection, 1-1/4 in Drain, 4 in Faucet Center, Vitreous China, White Color/Finish, 11 in L x 18-1/4 in W x 6 in D Sink Bowl Size, Overall Dimensions: 22 in L x 17-1/2 in W x 34-1/4 in H","American Standard Evolution&reg; Centerset Pedestal Sink Top and Leg Combination, Vitreous China, White",,1,Taxable Goods,"Catalog, Search",14,,,,combination-evolution-vit-china-wht-4in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16634309,,Default,simple,Default Category/Pipe Fittings/Forged Steel Fittings & Flanges,base,TEE STR TEE THREADED|THREADED|THREADED,"CCTF Straight Tee, Tee Fitting, 3/4 in Connection Size 1, Connection Type 1: Threaded, 3/4 in Connection Size 2, Connection Type 2: Threaded, Connection Size 3: 3/4 in, Connection Type 3: Threaded, Threaded|Threaded|Threaded Connection, Steel, Material Construction: Forged Carbon Steel, Pressure Class: 3000 lb","CCTF Straight Tee, 3/4 in Threaded x 3/4 in Threaded x 3/4 in Threaded, Steel, 3000 lb",,1,Taxable Goods,"Catalog, Search",14,,,,tee-str-tee-threaded-threaded-threaded,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10045297,,Default,simple,Default Category/Valves/Check Valves,base,VALVE CHECK BALL UN TRUE 4IN SKT 232PSI,"Xirtec&reg; True Union Ball Check Valve, SXE Series, Socket Connection, 4 in Nominal, 232 psi, 11.14 in Inlet to Outlet Length, Material Standard: ASTM D1784, PVC Body, EPDM Seal, PVC Ball, Dark Gray, 8.35 in W","Xirtec&reg; SXE Series True Union Ball Check Valve, 4 in Nominal, Socket, 232 psi, PVC Body",12.72,1,Taxable Goods,"Catalog, Search",17,,,,valve-check-ball-un-true-4in-skt-232psi,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
17895881,,Default,simple,Default Category/Valves/Supply Stop Valves {Rough Brass],base,VALVE BALL DR AND STOP 1/2IN PEX BRS WTR,"Uponor ProPEX&reg; Stop and Drain Ball Valve, ProPEX&reg; Series, 1/2 in Nominal, PEX Connection, Full Port, 200 psi, Water Media, 1.437 in Orifice, 2.867 in Inlet to Outlet Length, 2.867 in Top to Inlet Center, 6.5 Cv Flow Coefficient (Cv), Material Standard: ASTM F1960, ASTM F877, Brass Body, Lead-Free, 200 deg F, 2.071 in H x 5.114 in W","Uponor ProPEX&reg; ProPEX&reg; Series Stop and Drain Ball Valve, 1/2 in, PEX, Brass, 200 psi",,1,Taxable Goods,"Catalog, Search",21,,,,valve-ball-dr-and-stop-1-2in-pex-brs-wtr,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10224160,,Default,simple,Default Category/Water Heaters/Commercial/Residential,base,HEATER WATER ELECTRIC TANKLESS 8KW 1PH,"Rheem&reg; Professional Classic&reg; Tankless Electric Water Heater, Model: RTEX-08, 8 kW, 5 gpm Flow Rate, 0.96 Energy Factor, 1 Elements, 33 A, 240 V, 1 ph Phase, Compression Connection, 1/2 in Connection, 25 to 150 psi, 8 AWG Wire, Polymer Shell, Finish: Powder-Coated, Lead-Free, 80 to 140 deg F, 12.63 in H x 8-1/4 in W x 3.63 in D, Copper Element, Additional Information: Stainless Steel Heat Exchanger","Rheem&reg; Professional Classic&reg; RTEX-08 Tankless Electric Water Heater, 8 kW, 1 ph, 240 V",4.75,1,Taxable Goods,"Catalog, Search",10,,,,heater-water-electric-tankless-8kw-1ph,,,,/5/1/51rvbv3e2ml.jpg,,/5/1/51rvbv3e2ml.jpg,,/5/1/51rvbv3e2ml.jpg,,/5/1/51rvbv3e2ml.jpg,,"3/13/25, 9:14 AM","3/14/25, 5:51 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,,1000,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"/5/1/51rvbv3e2ml.jpg,/6/1/61ebngkgpwl.jpg",",",,,,,,,,,,,,,
HVACR_10-407-05,,Default,simple,Default Category/Hydronics/Hydronic Valves,base,VALVE RLF SAF 3/4IN MNPT X FNPT 30PSI PL,"Apollo&reg; Safety Relief Valve, RVW40 Series, 3/4 in Nominal, MNPT x FNPT Connection, 30 psi, Water Media, Brass Trim, Brass/Bronze Body, Finish: Plain, 250 deg F, 3 in Height, Domestic/Import: Domestic, Additional Information: Silicone Seat Material","Apollo&reg; RVW40 Series Safety Relief Valve, 3/4 in, MNPT x FNPT, 30 psi, Brass/Bronze, Plain",,1,Taxable Goods,"Catalog, Search",14,,,,valve-rlf-saf-3-4in-mnpt-x-fnpt-30psi-pl,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
HVACR_49-56-7240-MILW,,Default,simple,Default Category/Tools & Maintenance/Pipe & Tubing Tools,base,"ARBOR SAW, HOLE HEX 7/16IN HARDENED STL","Milwaukee&reg; Hole Saw Arbor, 7/16 in Shank, Hex Shank, Suitable For Use With: Drill Chucks 1/2 in and Larger, 1/2 in Diameter, Pilot Drill Size: 1/4 x 3-1/2 in, 5/8-18 Thread, Hardened Steel","Milwaukee&reg; Hole Saw Arbor, Hex Shank, 7/16 in Shank, For Use With: Drill Chucks 1/2 in and Larger",0.56,1,Taxable Goods,"Catalog, Search",14,,,,arbor-saw-hole-hex-7-16in-hardened-stl,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
17094386,,Default,simple,Default Category/Pipe Fittings/HVAC/Flexible Gas Pipe Fittings,base,COUPLING 1-1/2IN 1-5/16IN 3/4IN BRS,"Gastite&reg; Coupling, Size: 1-1/2 in, 1-5/16 in, 3/4 in Connection, 5 psi Pressure, Brass, -40 to 205 deg F, Dimensions: 2.065 in L","Gastite&reg; Coupling, 1-1/2 in, 1-5/16 in, 3/4 in, Brass",,1,Taxable Goods,"Catalog, Search",14,,,,coupling-1-1-2in-1-5-16in-3-4in-brs,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14680778,,Default,simple,Default Category/Pipe & Tubing/Copper Pipe & Tubing,base,TUBE COPPER K TYPE 5/8IN 66FT COPPER,"GREAT LAKES Type K Copper Tube, 5/8 in Nominal, 5/8 in OD, 66 ft Length, Copper, Material Construction: Copper, Soft Core","GREAT LAKES Type K Copper Tube, 5/8 in, 66 ft L, Copper, 5/8 in OD",,1,Taxable Goods,"Catalog, Search",17,,,,tube-copper-k-type-5-8in-66ft-copper,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14151845,,Default,simple,Default Category/Electrical/Cables,base,CABLE REPLACEMENT 5/16IN 50FT,"General Pipe Cleaners Replacement Cable, 5/16 in Diameter, 50 ft Length, Suitable For Use With: Drain-Rooter PH&trade;, Super-Vee&trade; and Power-Vee&trade; Drain Cleaner","General Pipe Cleaners Replacement Cable With Female Connector, 5/16 in Dia, 50 ft L",,1,Taxable Goods,"Catalog, Search",21,,,,cable-replacement-5-16in-50ft,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14682356,,Default,simple,Default Category/Tools & Maintenance/Drilling Tools & Drill Bits,base,BIT DR HMR RTRY 1/4IN 2 4IN SDS-PLUS 4,"Milwaukee&reg; M/2&trade; Rotary Hammer Drill Bit, 1/4 in Drill, 6 in Overall Length, 4 in Cutting Depth, SDS-Plus&reg; Shank, 25/64 in Shank Diameter, 4 Flutes, Spiral Flute, 4 in Flute, Centering Point, Right Hand Cutting Direction, 2 Cutter Heads, Carbide, Bright, Applicable Materials: Concrete","Milwaukee&reg; M/2&trade; Rotary Hammer Drill Bit, 1/4 in Drill, 2 -Cutter Head, 4 in L Flute, SDS-Plus&reg; Shank",0.13,1,Taxable Goods,"Catalog, Search",10,,,,bit-dr-hmr-rtry-1-4in-2-4in-sds-plus-4,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
HVACR_ZVC404,,Default,simple,"Default Category/Pumps/Pump Controls, Alarms, Switches & Gauges",base,CONTROL V 120VAC 40VA,"Taco Comfort Solutions&reg; Valve Control, 120 VAC, 40 VA, 10-1/4 in W x 3-3/4 in D x 6-3/4 in H","Taco Comfort Solutions&reg; Valve Control, 120 VAC, 40 VA",,1,Taxable Goods,"Catalog, Search",14,,,,control-v-120vac-40va,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16642952,,Default,simple,Default Category/Hydronics/Ignition & Combustion,base,ROD FLM LX600 LX700 AND LX800 BOILERS,"NTI Flame Rod, For Use With: Lx600, Lx700 and Lx800 Boilers",NTI Flame Rod,,1,Taxable Goods,"Catalog, Search",14,,,,rod-flm-lx600-lx700-and-lx800-boilers,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
15221016,,Default,simple,Default Category/Tools & Maintenance/Outdoor Tools,base,HOSE WTR 50FT 300PSI PVC BL 1/2IN,"Fairview Water Hose, WHBLUE Series, 1/2 in Inside Diameter, 50 ft Length, PVC Tube, Blue Hose, 300 psi, Temperature High: 200 deg F, Temperature Low: -40 deg F","Fairview WHBLUE Series Water Hose, 50 ft L, 300 psi, PVC Tube, Blue",,1,Taxable Goods,"Catalog, Search",14,,,,hose-wtr-50ft-300psi-pvc-bl-1-2in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10170764,,Default,simple,Default Category/Institutional and Utility Sinks & Faucets/Utility Sinks,base,SINK MOP MTB 24IN 24IN 10IN FL TER 1 SQ,"STERN-WILLIAMS MTB Mop Sink With Aluminum/Vinyl Cap, Terrazzo Collection, 1 Bowl, Square Shape, Center Drain Location, Floor Mounting, Portland Cement, 24 in Length, 24 in Width, 10 in Height","STERN-WILLIAMS Terrazzo MTB Mop Sink With Aluminum/Vinyl Cap, 24 in L, 24 in W, 10 in H",,1,Taxable Goods,"Catalog, Search",17,,,,sink-mop-mtb-24in-24in-10in-fl-ter-1-sq,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14102090,,Default,simple,Default Category/Valves/Water Pressure Regulator,base,VALVE REDUCING PRESS 2IN UN FNPT X FNPT,"WATTS&reg; Pressure Reducing Valve, 2 in Nominal, Union FNPT x FNPT Connection, 75 to 100 psi, Water Media, 11-1/2 in Inlet to Outlet Length, Brass Body, Stainless Steel Seat, EPDM Disc, EPDM Softgoods, Lead-Free, 33 to 160 deg F","WATTS&reg; Pressure Reducing Valve, 2 in Nominal, Union FNPT x FNPT, 75 to 100 psi, 33 to 160 deg F, Brass Body",,1,Taxable Goods,"Catalog, Search",21,,,,valve-reducing-press-2in-un-fnpt-x-fnpt,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16639472,,Default,simple,Default Category/Valves/Gate Valves,base,VALVE G 8IN FLANGED CS 11-1/2IN 29.9IN,"KITZ Gate Valve, 150SCLS Series, 8 in Nominal, Flanged Connection, 11-1/2 in Inlet to Outlet Length, 29.9 in Top to Inlet Center, Carbon Steel Body, Carbon Steel Seat, Stainless Steel Stem, Carbon Steel Disc, Graphite Packing, Ductile Iron Handle, Graphite Softgoods, Handwheel Operator, Material Standard: ASTM A216, A182, A105, A193, A576, ASTM A439","KITZ 150SCLS Series Gate Valve, 8 in, Flanged, Carbon Steel",,1,Taxable Goods,"Catalog, Search",10,,,,valve-g-8in-flanged-cs-11-1-2in-29-9in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
HVACR_VT3427-ERIE,,Default,simple,Default Category/Plumbing Parts & Supplies/Zone Valves,base,VALVE ZONE POPTOP 1IN NPT 8CV BRS BRS,"TAC PopTop Zone Valve, VT Series, 1 in Nominal, NPT Connection, Number of Ways/Position: 3-Ways, 2-Position, 300 lbf/sq-in, 8 Cv Flow Coefficient (Cv), Brass Stem, Brass Seat, Brass, Hot or Chilled Water, 50% Glycol Service, 104 deg F Ambient, 32 to 200 deg F Fluid","TAC VT Series PopTop Zone Valve, 1 in, NPT, 8 Cv, Brass",,1,Taxable Goods,"Catalog, Search",14,,,,valve-zone-poptop-1in-npt-8cv-brs-brs,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
19463144,,Default,simple,Default Category/Pumps/Pump Parts & Accessories,base,SEAL BEARING ASSEMBLY KIT S-69 H-63 H-64,"ARMSTRONG Seal Bearing Assembly Kit, For Use With: S-69, H-63, H-64, H-65, H-66, H-67, H-68, 1060-1.5, 1060-2, 1060-3, 6 Series Circulator Pumps",ARMSTRONG Seal Bearing Assembly Kit,,1,Taxable Goods,"Catalog, Search",14,,,,seal-bearing-assembly-kit-s-69-h-63-h-64,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21746076,,Default,simple,Default Category/Hydronics/Baseboards & Baseboard Accessories,base,CORNER INSIDE,"Slant/Fin&reg; Inside Corner, For Use With: Fine/Line&reg; 30 Hot Water Baseboard Radiation","Slant/Fin&reg; Inside Corner, For Use With: Fine/Line&reg; 30 Hot Water Baseboard Radiation",,1,Taxable Goods,"Catalog, Search",14,,,,corner-inside,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
